time_s;ECG_mV
4.9230;0.1201
4.9240;0.1230
4.9250;0.1289
4.9260;0.1318
4.9270;0.1348
4.9280;0.1406
4.9290;0.1436
4.9300;0.1494
4.9310;0.1553
4.9320;0.1611
4.9330;0.1670
4.9340;0.1729
4.9350;0.1787
4.9360;0.1846
4.9370;0.1875
4.9380;0.1934
4.9390;0.1963
4.9400;0.2051
4.9410;0.2080
4.9420;0.2139
4.9430;0.2168
4.9440;0.2197
4.9450;0.2227
4.9460;0.2256
4.9470;0.2314
4.9480;0.2314
4.9490;0.2314
4.9500;0.2373
4.9510;0.2402
4.9520;0.2432
4.9530;0.2461
4.9540;0.2490
4.9550;0.2549
4.9560;0.2549
4.9570;0.2578
4.9580;0.2578
4.9590;0.2578
4.9600;0.2607
4.9610;0.2607
4.9620;0.2607
4.9630;0.2637
4.9640;0.2666
4.9650;0.2666
4.9660;0.2666
4.9670;0.2666
4.9680;0.2666
4.9690;0.2607
4.9700;0.2578
4.9710;0.2578
4.9720;0.2549
4.9730;0.2549
4.9740;0.2520
4.9750;0.2461
4.9760;0.2432
4.9770;0.2402
4.9780;0.2344
4.9790;0.2314
4.9800;0.2285
4.9810;0.2227
4.9820;0.2197
4.9830;0.2139
4.9840;0.2080
4.9850;0.2021
4.9860;0.1963
4.9870;0.1875
4.9880;0.1787
4.9890;0.1670
4.9900;0.1582
4.9910;0.1436
4.9920;0.1377
4.9930;0.1260
4.9940;0.1143
4.9950;0.1055
4.9960;0.0908
4.9970;0.0820
4.9980;0.0703
4.9990;0.0557
5.0000;0.0410
5.0010;0.0293
5.0020;0.0146
5.0030;0.0029
5.0040;-0.0088
5.0050;-0.0205
5.0060;-0.0322
5.0070;-0.0469
5.0080;-0.0615
5.0090;-0.0762
5.0100;-0.0908
5.0110;-0.1025
5.0120;-0.1172
5.0130;-0.1318
5.0140;-0.1406
5.0150;-0.1523
5.0160;-0.1641
5.0170;-0.1758
5.0180;-0.1875
5.0190;-0.1963
5.0200;-0.2080
5.0210;-0.2197
5.0220;-0.2285
5.0230;-0.2373
5.0240;-0.2461
5.0250;-0.2549
5.0260;-0.2637
5.0270;-0.2725
5.0280;-0.2812
5.0290;-0.2871
5.0300;-0.2930
5.0310;-0.2959
5.0320;-0.3018
5.0330;-0.3047
5.0340;-0.3105
5.0350;-0.3105
5.0360;-0.3164
5.0370;-0.3164
5.0380;-0.3193
5.0390;-0.3193
5.0400;-0.3193
5.0410;-0.3223
5.0420;-0.3252
5.0430;-0.3252
5.0440;-0.3252
5.0450;-0.3281
5.0460;-0.3281
5.0470;-0.3311
5.0480;-0.3281
5.0490;-0.3281
5.0500;-0.3281
5.0510;-0.3311
5.0520;-0.3281
5.0530;-0.3281
5.0540;-0.3281
5.0550;-0.3281
5.0560;-0.3281
5.0570;-0.3281
5.0580;-0.3252
5.0590;-0.3223
5.0600;-0.3193
5.0610;-0.3164
5.0620;-0.3164
5.0630;-0.3105
5.0640;-0.3076
5.0650;-0.3047
5.0660;-0.2988
5.0670;-0.2959
5.0680;-0.2930
5.0690;-0.2900
5.0700;-0.2871
5.0710;-0.2871
5.0720;-0.2842
5.0730;-0.2812
5.0740;-0.2783
5.0750;-0.2754
5.0760;-0.2725
5.0770;-0.2695
5.0780;-0.2637
5.0790;-0.2607
5.0800;-0.2578
5.0810;-0.2549
5.0820;-0.2490
5.0830;-0.2461
5.0840;-0.2432
5.0850;-0.2373
5.0860;-0.2344
5.0870;-0.2314
5.0880;-0.2285
5.0890;-0.2256
5.0900;-0.2197
5.0910;-0.2139
5.0920;-0.2109
5.0930;-0.2109
5.0940;-0.2109
5.0950;-0.2051
5.0960;-0.2021
5.0970;-0.1992
5.0980;-0.1934
5.0990;-0.1934
5.1000;-0.1904
5.1010;-0.1875
5.1020;-0.1846
5.1030;-0.1787
5.1040;-0.1758
5.1050;-0.1699
5.1060;-0.1699
5.1070;-0.1699
5.1080;-0.1670
5.1090;-0.1670
5.1100;-0.1641
5.1110;-0.1641
5.1120;-0.1611
5.1130;-0.1611
5.1140;-0.1553
5.1150;-0.1523
5.1160;-0.1494
5.1170;-0.1436
5.1180;-0.1436
5.1190;-0.1406
5.1200;-0.1377
5.1210;-0.1377
5.1220;-0.1348
5.1230;-0.1318
5.1240;-0.1318
5.1250;-0.1289
5.1260;-0.1230
5.1270;-0.1201
5.1280;-0.1172
5.1290;-0.1172
5.1300;-0.1143
5.1310;-0.1113
5.1320;-0.1084
5.1330;-0.1055
5.1340;-0.1025
5.1350;-0.0996
5.1360;-0.0996
5.1370;-0.0967
5.1380;-0.0996
5.1390;-0.0967
5.1400;-0.0937
5.1410;-0.0937
5.1420;-0.0937
5.1430;-0.0908
5.1440;-0.0879
5.1450;-0.0879
5.1460;-0.0879
5.1470;-0.0850
5.1480;-0.0850
5.1490;-0.0850
5.1500;-0.0850
5.1510;-0.0820
5.1520;-0.0762
5.1530;-0.0762
5.1540;-0.0732
5.1550;-0.0732
5.1560;-0.0732
5.1570;-0.0703
5.1580;-0.0703
5.1590;-0.0674
5.1600;-0.0674
5.1610;-0.0674
5.1620;-0.0674
5.1630;-0.0645
5.1640;-0.0615
5.1650;-0.0586
5.1660;-0.0615
5.1670;-0.0615
5.1680;-0.0615
5.1690;-0.0615
5.1700;-0.0615
5.1710;-0.0586
5.1720;-0.0586
5.1730;-0.0586
5.1740;-0.0586
5.1750;-0.0527
5.1760;-0.0527
5.1770;-0.0498
5.1780;-0.0498
5.1790;-0.0527
5.1800;-0.0498
5.1810;-0.0469
5.1820;-0.0469
5.1830;-0.0469
5.1840;-0.0469
5.1850;-0.0469
5.1860;-0.0469
5.1870;-0.0498
5.1880;-0.0469
5.1890;-0.0469
5.1900;-0.0469
5.1910;-0.0469
5.1920;-0.0469
5.1930;-0.0469
5.1940;-0.0469
5.1950;-0.0469
5.1960;-0.0469
5.1970;-0.0439
5.1980;-0.0439
5.1990;-0.0439
5.2000;-0.0381
5.2010;-0.0381
5.2020;-0.0352
5.2030;-0.0352
5.2040;-0.0352
5.2050;-0.0381
5.2060;-0.0352
5.2070;-0.0352
5.2080;-0.0352
5.2090;-0.0352
5.2100;-0.0352
5.2110;-0.0352
5.2120;-0.0381
5.2130;-0.0352
5.2140;-0.0381
5.2150;-0.0381
5.2160;-0.0381
5.2170;-0.0381
5.2180;-0.0381
5.2190;-0.0381
5.2200;-0.0381
5.2210;-0.0381
5.2220;-0.0381
5.2230;-0.0381
5.2240;-0.0381
5.2250;-0.0381
5.2260;-0.0381
5.2270;-0.0352
5.2280;-0.0381
5.2290;-0.0381
5.2300;-0.0352
5.2310;-0.0352
5.2320;-0.0381
5.2330;-0.0381
5.2340;-0.0352
5.2350;-0.0352
5.2360;-0.0352
5.2370;-0.0322
5.2380;-0.0322
5.2390;-0.0322
5.2400;-0.0293
5.2410;-0.0293
5.2420;-0.0293
5.2430;-0.0293
5.2440;-0.0293
5.2450;-0.0264
5.2460;-0.0264
5.2470;-0.0264
5.2480;-0.0234
5.2490;-0.0234
5.2500;-0.0234
5.2510;-0.0205
5.2520;-0.0205
5.2530;-0.0234
5.2540;-0.0205
5.2550;-0.0234
5.2560;-0.0264
5.2570;-0.0234
5.2580;-0.0234
5.2590;-0.0205
5.2600;-0.0234
5.2610;-0.0234
5.2620;-0.0234
5.2630;-0.0234
5.2640;-0.0234
5.2650;-0.0264
5.2660;-0.0293
5.2670;-0.0293
5.2680;-0.0293
5.2690;-0.0293
5.2700;-0.0293
5.2710;-0.0293
5.2720;-0.0293
5.2730;-0.0293
5.2740;-0.0293
5.2750;-0.0234
5.2760;-0.0234
5.2770;-0.0234
5.2780;-0.0234
5.2790;-0.0234
5.2800;-0.0205
5.2810;-0.0205
5.2820;-0.0234
5.2830;-0.0205
5.2840;-0.0234
5.2850;-0.0234
5.2860;-0.0234
5.2870;-0.0234
5.2880;-0.0205
5.2890;-0.0205
5.2900;-0.0205
5.2910;-0.0205
5.2920;-0.0205
5.2930;-0.0205
5.2940;-0.0205
5.2950;-0.0205
5.2960;-0.0205
5.2970;-0.0176
5.2980;-0.0176
5.2990;-0.0146
5.3000;-0.0146
5.3010;-0.0117
5.3020;-0.0117
5.3030;-0.0117
5.3040;-0.0117
5.3050;-0.0117
5.3060;-0.0117
5.3070;-0.0088
5.3080;-0.0088
5.3090;-0.0059
5.3100;-0.0059
5.3110;-0.0059
5.3120;-0.0059
5.3130;-0.0059
5.3140;-0.0029
5.3150;-0.0029
5.3160;-0.0029
5.3170;-0.0029
5.3180;-0.0059
5.3190;-0.0059
5.3200;-0.0059
5.3210;-0.0059
5.3220;-0.0059
5.3230;-0.0029
5.3240;-0.0029
5.3250;0.0000
5.3260;0.0000
5.3270;0.0000
5.3280;0.0000
5.3290;0.0000
5.3300;0.0000
5.3310;-0.0029
5.3320;0.0000
5.3330;0.0000
5.3340;0.0000
5.3350;0.0000
5.3360;-0.0029
5.3370;-0.0029
5.3380;-0.0059
5.3390;-0.0059
5.3400;-0.0059
5.3410;-0.0059
5.3420;-0.0088
5.3430;-0.0088
5.3440;-0.0059
5.3450;-0.0059
5.3460;-0.0088
5.3470;-0.0059
5.3480;-0.0059
5.3490;-0.0059
5.3500;-0.0059
5.3510;-0.0029
5.3520;-0.0029
5.3530;-0.0029
5.3540;-0.0029
5.3550;-0.0029
5.3560;-0.0029
5.3570;-0.0059
5.3580;-0.0029
5.3590;-0.0029
5.3600;0.0000
5.3610;0.0029
5.3620;0.0088
5.3630;0.0146
5.3640;0.0205
5.3650;0.0264
5.3660;0.0352
5.3670;0.0410
5.3680;0.0469
5.3690;0.0498
5.3700;0.0586
5.3710;0.0645
5.3720;0.0703
5.3730;0.0762
5.3740;0.0820
5.3750;0.0850
5.3760;0.0879
5.3770;0.0908
5.3780;0.0908
5.3790;0.0908
5.3800;0.0879
5.3810;0.0850
5.3820;0.0850
5.3830;0.0820
5.3840;0.0762
5.3850;0.0762
5.3860;0.0791
5.3870;0.0820
5.3880;0.0879
5.3890;0.0908
5.3900;0.0967
5.3910;0.1025
5.3920;0.1143
5.3930;0.1289
5.3940;0.1436
5.3950;0.1582
5.3960;0.1670
5.3970;0.1758
5.3980;0.1846
5.3990;0.1963
5.4000;0.2080
5.4010;0.2139
5.4020;0.2197
5.4030;0.2227
5.4040;0.2227
5.4050;0.2256
5.4060;0.2227
5.4070;0.2227
5.4080;0.2197
5.4090;0.2109
5.4100;0.2080
5.4110;0.2021
5.4120;0.1963
5.4130;0.1875
5.4140;0.1816
5.4150;0.1758
5.4160;0.1729
5.4170;0.1699
5.4180;0.1641
5.4190;0.1553
5.4200;0.1494
5.4210;0.1377
5.4220;0.1289
5.4230;0.1143
5.4240;0.1025
5.4250;0.0937
5.4260;0.0820
5.4270;0.0732
5.4280;0.0674
5.4290;0.0615
5.4300;0.0557
5.4310;0.0469
5.4320;0.0352
5.4330;0.0234
5.4340;0.0088
5.4350;0.0000
5.4360;-0.0117
5.4370;-0.0234
5.4380;-0.0352
5.4390;-0.0439
5.4400;-0.0469
5.4410;-0.0527
5.4420;-0.0527
5.4430;-0.0557
5.4440;-0.0586
5.4450;-0.0615
5.4460;-0.0645
5.4470;-0.0674
5.4480;-0.0732
5.4490;-0.0762
5.4500;-0.0791
5.4510;-0.0820
5.4520;-0.0850
5.4530;-0.0908
5.4540;-0.0937
5.4550;-0.0937
5.4560;-0.0996
5.4570;-0.0996
5.4580;-0.1025
5.4590;-0.1055
5.4600;-0.1084
5.4610;-0.1084
5.4620;-0.1143
5.4630;-0.1143
5.4640;-0.1172
5.4650;-0.1172
5.4660;-0.1172
5.4670;-0.1172
5.4680;-0.1172
5.4690;-0.1172
5.4700;-0.1172
5.4710;-0.1172
5.4720;-0.1172
5.4730;-0.1172
5.4740;-0.1172
5.4750;-0.1143
5.4760;-0.1172
5.4770;-0.1143
5.4780;-0.1143
5.4790;-0.1143
5.4800;-0.1113
5.4810;-0.1113
5.4820;-0.1113
5.4830;-0.1113
5.4840;-0.1143
5.4850;-0.1113
5.4860;-0.1113
5.4870;-0.1113
5.4880;-0.1113
5.4890;-0.1113
5.4900;-0.1084
5.4910;-0.1055
5.4920;-0.1055
5.4930;-0.1055
5.4940;-0.1025
5.4950;-0.0996
5.4960;-0.0996
5.4970;-0.0967
5.4980;-0.0967
5.4990;-0.0967
5.5000;-0.0967
5.5010;-0.0967
5.5020;-0.0967
5.5030;-0.0967
5.5040;-0.0996
5.5050;-0.1025
5.5060;-0.1084
5.5070;-0.1172
5.5080;-0.1318
5.5090;-0.1494
5.5100;-0.1641
5.5110;-0.1758
5.5120;-0.1846
5.5130;-0.1934
5.5140;-0.2021
5.5150;-0.2021
5.5160;-0.2021
5.5170;-0.2021
5.5180;-0.2021
5.5190;-0.1992
5.5200;-0.1875
5.5210;-0.1699
5.5220;-0.1494
5.5230;-0.1260
5.5240;-0.1055
5.5250;-0.0732
5.5260;-0.0410
5.5270;-0.0029
5.5280;0.0381
5.5290;0.0879
5.5300;0.1436
5.5310;0.2080
5.5320;0.2812
5.5330;0.3633
5.5340;0.4541
5.5350;0.5420
5.5360;0.6270
5.5370;0.7148
5.5380;0.8086
5.5390;0.9082
5.5400;1.0107
5.5410;1.1133
5.5420;1.2188
5.5430;1.3301
5.5440;1.4297
5.5450;1.4941
5.5460;1.4941
5.5470;1.4941
5.5480;1.4941
5.5490;1.4941
5.5500;1.4941
5.5510;1.4941
5.5520;1.4941
5.5530;1.4941
5.5540;1.4941
5.5550;1.4941
5.5560;1.4941
5.5570;1.4326
5.5580;1.2891
5.5590;1.1367
5.5600;0.9814
5.5610;0.8145
5.5620;0.6357
5.5630;0.4570
5.5640;0.2900
5.5650;0.1406
5.5660;0.0059
5.5670;-0.1055
5.5680;-0.1992
5.5690;-0.2725
5.5700;-0.3281
5.5710;-0.3750
5.5720;-0.4131
5.5730;-0.4453
5.5740;-0.4775
5.5750;-0.5068
5.5760;-0.5303
5.5770;-0.5537
5.5780;-0.5713
5.5790;-0.5859
5.5800;-0.5977
5.5810;-0.6006
5.5820;-0.5977
5.5830;-0.5977
5.5840;-0.5977
5.5850;-0.5947
5.5860;-0.5918
5.5870;-0.5830
5.5880;-0.5771
5.5890;-0.5684
5.5900;-0.5625
5.5910;-0.5537
5.5920;-0.5449
5.5930;-0.5273
5.5940;-0.5068
5.5950;-0.4834
5.5960;-0.4600
5.5970;-0.4395
5.5980;-0.4189
5.5990;-0.3955
5.6000;-0.3750
5.6010;-0.3545
5.6020;-0.3369
5.6030;-0.3193
5.6040;-0.3047
5.6050;-0.2900
5.6060;-0.2812
5.6070;-0.2695
5.6080;-0.2578
5.6090;-0.2490
5.6100;-0.2402
5.6110;-0.2373
5.6120;-0.2314
5.6130;-0.2256
5.6140;-0.2197
5.6150;-0.2139
5.6160;-0.2109
5.6170;-0.2051
5.6180;-0.1992
5.6190;-0.1934
5.6200;-0.1904
5.6210;-0.1875
5.6220;-0.1816
5.6230;-0.1787
5.6240;-0.1758
5.6250;-0.1699
5.6260;-0.1641
5.6270;-0.1611
5.6280;-0.1582
5.6290;-0.1553
5.6300;-0.1523
5.6310;-0.1523
5.6320;-0.1465
5.6330;-0.1436
5.6340;-0.1406
5.6350;-0.1348
5.6360;-0.1318
5.6370;-0.1289
5.6380;-0.1230
5.6390;-0.1230
5.6400;-0.1201
5.6410;-0.1172
5.6420;-0.1143
5.6430;-0.1084
5.6440;-0.1055
5.6450;-0.1025
5.6460;-0.0996
5.6470;-0.0967
5.6480;-0.0937
5.6490;-0.0908
5.6500;-0.0850
5.6510;-0.0791
5.6520;-0.0732
5.6530;-0.0732
5.6540;-0.0703
5.6550;-0.0674
5.6560;-0.0615
5.6570;-0.0586
5.6580;-0.0557
5.6590;-0.0527
5.6600;-0.0498
5.6610;-0.0498
5.6620;-0.0469
5.6630;-0.0469
5.6640;-0.0439
5.6650;-0.0381
5.6660;-0.0352
5.6670;-0.0322
5.6680;-0.0293
5.6690;-0.0264
5.6700;-0.0234
5.6710;-0.0205
5.6720;-0.0176
5.6730;-0.0117
5.6740;-0.0117
5.6750;-0.0088
5.6760;-0.0059
5.6770;-0.0029
5.6780;0.0000
5.6790;0.0059
5.6800;0.0088
5.6810;0.0088
5.6820;0.0117
5.6830;0.0146
5.6840;0.0176
5.6850;0.0205
5.6860;0.0234
5.6870;0.0264
5.6880;0.0322
5.6890;0.0322
5.6900;0.0381
5.6910;0.0439
5.6920;0.0498
5.6930;0.0498
5.6940;0.0557
5.6950;0.0615
5.6960;0.0645
5.6970;0.0674
5.6980;0.0732
5.6990;0.0762
5.7000;0.0820
5.7010;0.0850
5.7020;0.0908
5.7030;0.0937
5.7040;0.0967
5.7050;0.1025
5.7060;0.1025
5.7070;0.1113
5.7080;0.1143
5.7090;0.1172
5.7100;0.1230
5.7110;0.1260
5.7120;0.1289
5.7130;0.1348
5.7140;0.1406
5.7150;0.1436
5.7160;0.1494
5.7170;0.1523
5.7180;0.1582
5.7190;0.1611
5.7200;0.1670
5.7210;0.1699
5.7220;0.1758
5.7230;0.1787
5.7240;0.1816
5.7250;0.1846
5.7260;0.1904
5.7270;0.1934
5.7280;0.1963
5.7290;0.2021
5.7300;0.2051
5.7310;0.2080
5.7320;0.2109
5.7330;0.2168
5.7340;0.2197
5.7350;0.2227
5.7360;0.2285
5.7370;0.2314
5.7380;0.2373
5.7390;0.2373
5.7400;0.2402
5.7410;0.2461
5.7420;0.2490
5.7430;0.2520
5.7440;0.2549
5.7450;0.2578
5.7460;0.2607
5.7470;0.2607
5.7480;0.2607
5.7490;0.2607
5.7500;0.2607
5.7510;0.2607
5.7520;0.2578
5.7530;0.2578
5.7540;0.2549
5.7550;0.2549
5.7560;0.2549
5.7570;0.2520
5.7580;0.2520
5.7590;0.2490
5.7600;0.2461
5.7610;0.2432
5.7620;0.2402
5.7630;0.2402
5.7640;0.2373
5.7650;0.2314
5.7660;0.2314
5.7670;0.2285
5.7680;0.2227
5.7690;0.2197
5.7700;0.2168
5.7710;0.2080
5.7720;0.2051
5.7730;0.1934
5.7740;0.1875
5.7750;0.1816
5.7760;0.1758
5.7770;0.1670
5.7780;0.1582
5.7790;0.1494
5.7800;0.1377
5.7810;0.1289
5.7820;0.1172
5.7830;0.1055
5.7840;0.0937
5.7850;0.0791
5.7860;0.0674
5.7870;0.0498
5.7880;0.0381
5.7890;0.0205
5.7900;0.0088
5.7910;-0.0059
5.7920;-0.0176
5.7930;-0.0352
5.7940;-0.0498
5.7950;-0.0645
5.7960;-0.0791
5.7970;-0.0937
5.7980;-0.1055
5.7990;-0.1230
5.8000;-0.1348
5.8010;-0.1494
5.8020;-0.1611
5.8030;-0.1729
5.8040;-0.1846
5.8050;-0.1963
5.8060;-0.2080
5.8070;-0.2197
5.8080;-0.2314
5.8090;-0.2432
5.8100;-0.2520
5.8110;-0.2607
5.8120;-0.2725
5.8130;-0.2783
5.8140;-0.2842
5.8150;-0.2900
5.8160;-0.2988
5.8170;-0.3076
5.8180;-0.3135
5.8190;-0.3193
5.8200;-0.3252
5.8210;-0.3281
5.8220;-0.3311
5.8230;-0.3340
5.8240;-0.3398
5.8250;-0.3398
5.8260;-0.3486
5.8270;-0.3486
5.8280;-0.3486
5.8290;-0.3516
5.8300;-0.3545
5.8310;-0.3516
5.8320;-0.3516
5.8330;-0.3516
5.8340;-0.3516
5.8350;-0.3516
5.8360;-0.3516
5.8370;-0.3516
5.8380;-0.3486
5.8390;-0.3457
5.8400;-0.3486
5.8410;-0.3457
5.8420;-0.3457
5.8430;-0.3428
5.8440;-0.3398
5.8450;-0.3398
5.8460;-0.3369
5.8470;-0.3340
5.8480;-0.3311
5.8490;-0.3281
5.8500;-0.3252
5.8510;-0.3252
5.8520;-0.3223
5.8530;-0.3193
5.8540;-0.3164
5.8550;-0.3135
5.8560;-0.3105
5.8570;-0.3047
5.8580;-0.3018
5.8590;-0.2988
5.8600;-0.2959
5.8610;-0.2930
5.8620;-0.2871
5.8630;-0.2812
5.8640;-0.2783
5.8650;-0.2754
5.8660;-0.2725
5.8670;-0.2666
5.8680;-0.2637
5.8690;-0.2607
5.8700;-0.2578
5.8710;-0.2549
5.8720;-0.2520
5.8730;-0.2490
5.8740;-0.2461
5.8750;-0.2432
5.8760;-0.2402
5.8770;-0.2373
5.8780;-0.2373
5.8790;-0.2314
5.8800;-0.2285
5.8810;-0.2256
5.8820;-0.2256
5.8830;-0.2197
5.8840;-0.2139
5.8850;-0.2109
5.8860;-0.2080
5.8870;-0.2021
5.8880;-0.1992
5.8890;-0.1963
5.8900;-0.1904
5.8910;-0.1875
5.8920;-0.1846
5.8930;-0.1816
5.8940;-0.1816
5.8950;-0.1787
5.8960;-0.1758
5.8970;-0.1758
5.8980;-0.1729
5.8990;-0.1699
5.9000;-0.1641
5.9010;-0.1611
5.9020;-0.1582
5.9030;-0.1553
5.9040;-0.1523
5.9050;-0.1494
5.9060;-0.1465
5.9070;-0.1436
5.9080;-0.1406
5.9090;-0.1377
5.9100;-0.1318
5.9110;-0.1289
5.9120;-0.1289
5.9130;-0.1260
5.9140;-0.1260
5.9150;-0.1201
5.9160;-0.1201
5.9170;-0.1172
5.9180;-0.1143
5.9190;-0.1143
5.9200;-0.1113
5.9210;-0.1113
5.9220;-0.1084
5.9230;-0.1055
5.9240;-0.1055
5.9250;-0.0996
5.9260;-0.0967
5.9270;-0.0967
5.9280;-0.0937
5.9290;-0.0937
5.9300;-0.0908
5.9310;-0.0908
5.9320;-0.0908
5.9330;-0.0879
5.9340;-0.0879
5.9350;-0.0850
5.9360;-0.0850
5.9370;-0.0850
5.9380;-0.0820
5.9390;-0.0850
5.9400;-0.0820
5.9410;-0.0820
5.9420;-0.0820
5.9430;-0.0820
5.9440;-0.0820
5.9450;-0.0791
5.9460;-0.0762
5.9470;-0.0762
5.9480;-0.0762
5.9490;-0.0732
5.9500;-0.0732
5.9510;-0.0703
5.9520;-0.0674
5.9530;-0.0674
5.9540;-0.0674
5.9550;-0.0674
5.9560;-0.0674
5.9570;-0.0674
5.9580;-0.0674
5.9590;-0.0674
5.9600;-0.0645
5.9610;-0.0615
5.9620;-0.0615
5.9630;-0.0586
5.9640;-0.0586
5.9650;-0.0586
5.9660;-0.0586
5.9670;-0.0586
5.9680;-0.0586
5.9690;-0.0586
5.9700;-0.0557
5.9710;-0.0557
5.9720;-0.0527
5.9730;-0.0498
5.9740;-0.0498
5.9750;-0.0469
5.9760;-0.0469
5.9770;-0.0469
5.9780;-0.0469
5.9790;-0.0469
5.9800;-0.0469
5.9810;-0.0469
5.9820;-0.0439
5.9830;-0.0439
5.9840;-0.0439
5.9850;-0.0410
5.9860;-0.0410
5.9870;-0.0410
5.9880;-0.0381
5.9890;-0.0410
5.9900;-0.0410
5.9910;-0.0410
5.9920;-0.0410
5.9930;-0.0439
5.9940;-0.0439
5.9950;-0.0439
5.9960;-0.0469
5.9970;-0.0469
5.9980;-0.0469
5.9990;-0.0498
6.0000;-0.0469
6.0010;-0.0469
6.0020;-0.0469
6.0030;-0.0469
6.0040;-0.0439
6.0050;-0.0410
6.0060;-0.0410
6.0070;-0.0439
6.0080;-0.0410
6.0090;-0.0410
6.0100;-0.0381
6.0110;-0.0381
6.0120;-0.0352
6.0130;-0.0322
6.0140;-0.0352
6.0150;-0.0352
6.0160;-0.0322
6.0170;-0.0322
6.0180;-0.0322
6.0190;-0.0322
6.0200;-0.0293
6.0210;-0.0322
6.0220;-0.0322
6.0230;-0.0322
6.0240;-0.0322
6.0250;-0.0293
6.0260;-0.0293
6.0270;-0.0293
6.0280;-0.0293
6.0290;-0.0293
6.0300;-0.0293
6.0310;-0.0264
6.0320;-0.0264
6.0330;-0.0264
6.0340;-0.0264
6.0350;-0.0264
6.0360;-0.0264
6.0370;-0.0264
6.0380;-0.0264
6.0390;-0.0264
6.0400;-0.0264
6.0410;-0.0264
6.0420;-0.0264
6.0430;-0.0264
6.0440;-0.0264
6.0450;-0.0264
6.0460;-0.0264
6.0470;-0.0264
6.0480;-0.0264
6.0490;-0.0234
6.0500;-0.0234
6.0510;-0.0205
6.0520;-0.0205
6.0530;-0.0205
6.0540;-0.0176
6.0550;-0.0146
6.0560;-0.0176
6.0570;-0.0146
6.0580;-0.0176
6.0590;-0.0176
6.0600;-0.0176
6.0610;-0.0146
6.0620;-0.0176
6.0630;-0.0176
6.0640;-0.0176
6.0650;-0.0176
6.0660;-0.0205
6.0670;-0.0176
6.0680;-0.0146
6.0690;-0.0117
6.0700;-0.0117
6.0710;-0.0146
6.0720;-0.0146
6.0730;-0.0146
6.0740;-0.0146
6.0750;-0.0117
6.0760;-0.0117
6.0770;-0.0117
6.0780;-0.0117
6.0790;-0.0117
6.0800;-0.0088
6.0810;-0.0088
6.0820;-0.0088
6.0830;-0.0117
6.0840;-0.0088
6.0850;-0.0059
6.0860;-0.0059
6.0870;-0.0088
6.0880;-0.0059
6.0890;-0.0059
6.0900;-0.0088
6.0910;-0.0059
6.0920;-0.0059
6.0930;-0.0059
6.0940;-0.0059
6.0950;-0.0029
6.0960;-0.0029
6.0970;-0.0029
6.0980;0.0000
6.0990;-0.0029
6.1000;-0.0029
6.1010;-0.0029
6.1020;0.0000
6.1030;0.0000
6.1040;-0.0029
6.1050;-0.0029
6.1060;-0.0029
6.1070;-0.0029
6.1080;-0.0029
6.1090;-0.0029
6.1100;0.0000
6.1110;-0.0029
6.1120;0.0000
6.1130;0.0000
6.1140;0.0000
6.1150;0.0029
6.1160;0.0029
6.1170;0.0029
6.1180;0.0059
6.1190;0.0059
6.1200;0.0059
6.1210;0.0059
6.1220;0.0059
6.1230;0.0059
6.1240;0.0059
6.1250;0.0059
6.1260;0.0059
6.1270;0.0059
6.1280;0.0059
6.1290;0.0059
6.1300;0.0029
6.1310;0.0059
6.1320;0.0029
6.1330;0.0029
6.1340;0.0059
6.1350;0.0059
6.1360;0.0029
6.1370;0.0059
6.1380;0.0059
6.1390;0.0059
6.1400;0.0088
6.1410;0.0088
6.1420;0.0088
6.1430;0.0088
6.1440;0.0088
6.1450;0.0088
6.1460;0.0088
6.1470;0.0117
6.1480;0.0117
6.1490;0.0117
6.1500;0.0117
6.1510;0.0117
6.1520;0.0117
6.1530;0.0088
6.1540;0.0088
6.1550;0.0146
6.1560;0.0176
6.1570;0.0205
6.1580;0.0234
6.1590;0.0293
6.1600;0.0352
6.1610;0.0410
6.1620;0.0439
6.1630;0.0498
6.1640;0.0557
6.1650;0.0615
6.1660;0.0674
6.1670;0.0732
6.1680;0.0820
6.1690;0.0850
6.1700;0.0908
6.1710;0.0937
6.1720;0.0996
6.1730;0.1025
6.1740;0.1025
6.1750;0.1025
6.1760;0.0996
6.1770;0.0967
6.1780;0.0908
6.1790;0.0879
6.1800;0.0850
6.1810;0.0820
6.1820;0.0850
6.1830;0.0879
6.1840;0.0879
6.1850;0.0937
6.1860;0.1025
6.1870;0.1113
6.1880;0.1230
6.1890;0.1406
6.1900;0.1523
6.1910;0.1641
6.1920;0.1729
6.1930;0.1846
6.1940;0.1992
6.1950;0.2080
6.1960;0.2168
6.1970;0.2256
6.1980;0.2285
6.1990;0.2285
6.2000;0.2285
6.2010;0.2285
6.2020;0.2285
6.2030;0.2256
6.2040;0.2227
6.2050;0.2197
6.2060;0.2080
6.2070;0.2051
6.2080;0.1963
6.2090;0.1875
6.2100;0.1816
6.2110;0.1758
6.2120;0.1699
6.2130;0.1611
6.2140;0.1523
6.2150;0.1436
6.2160;0.1348
6.2170;0.1289
6.2180;0.1172
6.2190;0.1113
6.2200;0.0996
6.2210;0.0879
6.2220;0.0791
6.2230;0.0703
6.2240;0.0645
6.2250;0.0557
6.2260;0.0469
6.2270;0.0352
6.2280;0.0205
6.2290;0.0088
6.2300;0.0000
6.2310;-0.0117
6.2320;-0.0234
6.2330;-0.0322
