time_s;ECG_mV
18.3600;0.0908
18.3610;0.0762
18.3620;0.0645
18.3630;0.0469
18.3640;0.0352
18.3650;0.0205
18.3660;0.0088
18.3670;-0.0029
18.3680;-0.0176
18.3690;-0.0264
18.3700;-0.0352
18.3710;-0.0469
18.3720;-0.0586
18.3730;-0.0732
18.3740;-0.0820
18.3750;-0.0908
18.3760;-0.1025
18.3770;-0.1113
18.3780;-0.1230
18.3790;-0.1289
18.3800;-0.1377
18.3810;-0.1465
18.3820;-0.1523
18.3830;-0.1611
18.3840;-0.1699
18.3850;-0.1787
18.3860;-0.1846
18.3870;-0.1846
18.3880;-0.1875
18.3890;-0.1875
18.3900;-0.1904
18.3910;-0.1934
18.3920;-0.1963
18.3930;-0.1992
18.3940;-0.2021
18.3950;-0.2080
18.3960;-0.2109
18.3970;-0.2168
18.3980;-0.2168
18.3990;-0.2168
18.4000;-0.2197
18.4010;-0.2197
18.4020;-0.2227
18.4030;-0.2197
18.4040;-0.2227
18.4050;-0.2256
18.4060;-0.2256
18.4070;-0.2227
18.4080;-0.2197
18.4090;-0.2168
18.4100;-0.2168
18.4110;-0.2139
18.4120;-0.2139
18.4130;-0.2109
18.4140;-0.2109
18.4150;-0.2051
18.4160;-0.1992
18.4170;-0.1992
18.4180;-0.1992
18.4190;-0.1963
18.4200;-0.1934
18.4210;-0.1904
18.4220;-0.1875
18.4230;-0.1846
18.4240;-0.1816
18.4250;-0.1787
18.4260;-0.1787
18.4270;-0.1758
18.4280;-0.1699
18.4290;-0.1670
18.4300;-0.1670
18.4310;-0.1641
18.4320;-0.1582
18.4330;-0.1553
18.4340;-0.1523
18.4350;-0.1465
18.4360;-0.1436
18.4370;-0.1406
18.4380;-0.1348
18.4390;-0.1318
18.4400;-0.1289
18.4410;-0.1260
18.4420;-0.1230
18.4430;-0.1201
18.4440;-0.1172
18.4450;-0.1172
18.4460;-0.1172
18.4470;-0.1143
18.4480;-0.1143
18.4490;-0.1084
18.4500;-0.1084
18.4510;-0.1055
18.4520;-0.1025
18.4530;-0.0967
18.4540;-0.0937
18.4550;-0.0937
18.4560;-0.0850
18.4570;-0.0850
18.4580;-0.0791
18.4590;-0.0762
18.4600;-0.0732
18.4610;-0.0674
18.4620;-0.0645
18.4630;-0.0615
18.4640;-0.0586
18.4650;-0.0527
18.4660;-0.0498
18.4670;-0.0498
18.4680;-0.0469
18.4690;-0.0410
18.4700;-0.0381
18.4710;-0.0352
18.4720;-0.0322
18.4730;-0.0293
18.4740;-0.0264
18.4750;-0.0234
18.4760;-0.0234
18.4770;-0.0176
18.4780;-0.0146
18.4790;-0.0146
18.4800;-0.0117
18.4810;-0.0059
18.4820;-0.0029
18.4830;0.0000
18.4840;0.0029
18.4850;0.0059
18.4860;0.0088
18.4870;0.0088
18.4880;0.0088
18.4890;0.0088
18.4900;0.0088
18.4910;0.0088
18.4920;0.0088
18.4930;0.0088
18.4940;0.0088
18.4950;0.0117
18.4960;0.0117
18.4970;0.0117
18.4980;0.0117
18.4990;0.0117
18.5000;0.0146
18.5010;0.0176
18.5020;0.0205
18.5030;0.0264
18.5040;0.0293
18.5050;0.0322
18.5060;0.0352
18.5070;0.0322
18.5080;0.0293
18.5090;0.0322
18.5100;0.0322
18.5110;0.0352
18.5120;0.0352
18.5130;0.0381
18.5140;0.0381
18.5150;0.0439
18.5160;0.0469
18.5170;0.0498
18.5180;0.0527
18.5190;0.0498
18.5200;0.0498
18.5210;0.0498
18.5220;0.0498
18.5230;0.0498
18.5240;0.0469
18.5250;0.0469
18.5260;0.0469
18.5270;0.0498
18.5280;0.0498
18.5290;0.0527
18.5300;0.0527
18.5310;0.0557
18.5320;0.0557
18.5330;0.0557
18.5340;0.0557
18.5350;0.0586
18.5360;0.0586
18.5370;0.0586
18.5380;0.0586
18.5390;0.0557
18.5400;0.0557
18.5410;0.0498
18.5420;0.0498
18.5430;0.0469
18.5440;0.0469
18.5450;0.0498
18.5460;0.0527
18.5470;0.0527
18.5480;0.0557
18.5490;0.0586
18.5500;0.0615
18.5510;0.0615
18.5520;0.0615
18.5530;0.0615
18.5540;0.0615
18.5550;0.0586
18.5560;0.0586
18.5570;0.0586
18.5580;0.0586
18.5590;0.0615
18.5600;0.0615
18.5610;0.0615
18.5620;0.0645
18.5630;0.0674
18.5640;0.0674
18.5650;0.0674
18.5660;0.0674
18.5670;0.0615
18.5680;0.0615
18.5690;0.0645
18.5700;0.0674
18.5710;0.0674
18.5720;0.0674
18.5730;0.0674
18.5740;0.0674
18.5750;0.0645
18.5760;0.0674
18.5770;0.0674
18.5780;0.0645
18.5790;0.0645
18.5800;0.0645
18.5810;0.0674
18.5820;0.0674
18.5830;0.0674
18.5840;0.0645
18.5850;0.0674
18.5860;0.0674
18.5870;0.0703
18.5880;0.0703
18.5890;0.0703
18.5900;0.0703
18.5910;0.0762
18.5920;0.0791
18.5930;0.0820
18.5940;0.0850
18.5950;0.0850
18.5960;0.0850
18.5970;0.0820
18.5980;0.0820
18.5990;0.0820
18.6000;0.0791
18.6010;0.0791
18.6020;0.0791
18.6030;0.0791
18.6040;0.0820
18.6050;0.0850
18.6060;0.0820
18.6070;0.0820
18.6080;0.0820
18.6090;0.0791
18.6100;0.0820
18.6110;0.0820
18.6120;0.0820
18.6130;0.0850
18.6140;0.0850
18.6150;0.0820
18.6160;0.0850
18.6170;0.0850
18.6180;0.0850
18.6190;0.0879
18.6200;0.0879
18.6210;0.0879
18.6220;0.0908
18.6230;0.0908
18.6240;0.0967
18.6250;0.1025
18.6260;0.1055
18.6270;0.1113
18.6280;0.1143
18.6290;0.1230
18.6300;0.1289
18.6310;0.1318
18.6320;0.1406
18.6330;0.1436
18.6340;0.1465
18.6350;0.1494
18.6360;0.1553
18.6370;0.1582
18.6380;0.1670
18.6390;0.1729
18.6400;0.1758
18.6410;0.1758
18.6420;0.1758
18.6430;0.1758
18.6440;0.1729
18.6450;0.1670
18.6460;0.1641
18.6470;0.1641
18.6480;0.1670
18.6490;0.1729
18.6500;0.1758
18.6510;0.1816
18.6520;0.1904
18.6530;0.2021
18.6540;0.2197
18.6550;0.2373
18.6560;0.2549
18.6570;0.2695
18.6580;0.2871
18.6590;0.3018
18.6600;0.3164
18.6610;0.3223
18.6620;0.3281
18.6630;0.3311
18.6640;0.3311
18.6650;0.3311
18.6660;0.3311
18.6670;0.3281
18.6680;0.3252
18.6690;0.3223
18.6700;0.3164
18.6710;0.3105
18.6720;0.3047
18.6730;0.3018
18.6740;0.2988
18.6750;0.2900
18.6760;0.2871
18.6770;0.2842
18.6780;0.2812
18.6790;0.2754
18.6800;0.2695
18.6810;0.2607
18.6820;0.2578
18.6830;0.2461
18.6840;0.2373
18.6850;0.2256
18.6860;0.2139
18.6870;0.1992
18.6880;0.1875
18.6890;0.1816
18.6900;0.1699
18.6910;0.1582
18.6920;0.1494
18.6930;0.1348
18.6940;0.1230
18.6950;0.1055
18.6960;0.0937
18.6970;0.0850
18.6980;0.0762
18.6990;0.0703
18.7000;0.0586
18.7010;0.0498
18.7020;0.0410
18.7030;0.0352
18.7040;0.0322
18.7050;0.0264
18.7060;0.0234
18.7070;0.0205
18.7080;0.0146
18.7090;0.0088
18.7100;0.0088
18.7110;0.0029
18.7120;0.0000
18.7130;-0.0059
18.7140;-0.0088
18.7150;-0.0088
18.7160;-0.0117
18.7170;-0.0117
18.7180;-0.0117
18.7190;-0.0146
18.7200;-0.0205
18.7210;-0.0234
18.7220;-0.0205
18.7230;-0.0234
18.7240;-0.0234
18.7250;-0.0264
18.7260;-0.0293
18.7270;-0.0293
18.7280;-0.0264
18.7290;-0.0264
18.7300;-0.0264
18.7310;-0.0264
18.7320;-0.0264
18.7330;-0.0234
18.7340;-0.0234
18.7350;-0.0234
18.7360;-0.0234
18.7370;-0.0205
18.7380;-0.0234
18.7390;-0.0234
18.7400;-0.0234
18.7410;-0.0205
18.7420;-0.0205
18.7430;-0.0205
18.7440;-0.0205
18.7450;-0.0205
18.7460;-0.0205
18.7470;-0.0205
18.7480;-0.0205
18.7490;-0.0205
18.7500;-0.0205
18.7510;-0.0205
18.7520;-0.0234
18.7530;-0.0205
18.7540;-0.0176
18.7550;-0.0146
18.7560;-0.0176
18.7570;-0.0146
18.7580;-0.0146
18.7590;-0.0146
18.7600;-0.0176
18.7610;-0.0146
18.7620;-0.0176
18.7630;-0.0146
18.7640;-0.0176
18.7650;-0.0176
18.7660;-0.0205
18.7670;-0.0264
18.7680;-0.0322
18.7690;-0.0410
18.7700;-0.0527
18.7710;-0.0703
18.7720;-0.0820
18.7730;-0.0996
18.7740;-0.1084
18.7750;-0.1230
18.7760;-0.1318
18.7770;-0.1348
18.7780;-0.1318
18.7790;-0.1318
18.7800;-0.1289
18.7810;-0.1230
18.7820;-0.1143
18.7830;-0.0996
18.7840;-0.0791
18.7850;-0.0586
18.7860;-0.0381
18.7870;-0.0117
18.7880;0.0176
18.7890;0.0498
18.7900;0.0908
18.7910;0.1406
18.7920;0.1934
18.7930;0.2549
18.7940;0.3223
18.7950;0.4014
18.7960;0.4922
18.7970;0.5830
18.7980;0.6650
18.7990;0.7500
18.8000;0.8408
18.8010;0.9404
18.8020;1.0400
18.8030;1.1396
18.8040;1.2480
18.8050;1.3564
18.8060;1.4590
18.8070;1.4941
18.8080;1.4941
18.8090;1.4941
18.8100;1.4941
18.8110;1.4941
18.8120;1.4941
18.8130;1.4941
18.8140;1.4941
18.8150;1.4941
18.8160;1.4941
18.8170;1.4941
18.8180;1.4941
18.8190;1.4941
18.8200;1.3652
18.8210;1.2188
18.8220;1.0664
18.8230;0.9023
18.8240;0.7266
18.8250;0.5508
18.8260;0.3896
18.8270;0.2432
18.8280;0.1143
18.8290;0.0029
18.8300;-0.0908
18.8310;-0.1670
18.8320;-0.2285
18.8330;-0.2725
18.8340;-0.3076
18.8350;-0.3428
18.8360;-0.3750
18.8370;-0.3984
18.8380;-0.4248
18.8390;-0.4482
18.8400;-0.4658
18.8410;-0.4775
18.8420;-0.4834
18.8430;-0.4834
18.8440;-0.4775
18.8450;-0.4746
18.8460;-0.4746
18.8470;-0.4717
18.8480;-0.4717
18.8490;-0.4688
18.8500;-0.4629
18.8510;-0.4600
18.8520;-0.4512
18.8530;-0.4453
18.8540;-0.4336
18.8550;-0.4160
18.8560;-0.3984
18.8570;-0.3779
18.8580;-0.3604
18.8590;-0.3398
18.8600;-0.3193
18.8610;-0.2988
18.8620;-0.2783
18.8630;-0.2578
18.8640;-0.2344
18.8650;-0.2168
18.8660;-0.1992
18.8670;-0.1846
18.8680;-0.1729
18.8690;-0.1582
18.8700;-0.1494
18.8710;-0.1436
18.8720;-0.1377
18.8730;-0.1318
18.8740;-0.1289
18.8750;-0.1230
18.8760;-0.1201
18.8770;-0.1143
18.8780;-0.1143
18.8790;-0.1084
18.8800;-0.0996
18.8810;-0.0937
18.8820;-0.0908
18.8830;-0.0850
18.8840;-0.0820
18.8850;-0.0762
18.8860;-0.0732
18.8870;-0.0674
18.8880;-0.0645
18.8890;-0.0586
18.8900;-0.0586
18.8910;-0.0586
18.8920;-0.0527
18.8930;-0.0469
18.8940;-0.0410
18.8950;-0.0381
18.8960;-0.0322
18.8970;-0.0322
18.8980;-0.0293
18.8990;-0.0264
18.9000;-0.0234
18.9010;-0.0234
18.9020;-0.0234
18.9030;-0.0205
18.9040;-0.0146
18.9050;-0.0117
18.9060;-0.0088
18.9070;-0.0059
18.9080;-0.0029
18.9090;0.0000
18.9100;0.0029
18.9110;0.0088
18.9120;0.0117
18.9130;0.0176
18.9140;0.0205
18.9150;0.0234
18.9160;0.0293
18.9170;0.0352
18.9180;0.0381
18.9190;0.0410
18.9200;0.0439
18.9210;0.0439
18.9220;0.0469
18.9230;0.0469
18.9240;0.0498
18.9250;0.0557
18.9260;0.0557
18.9270;0.0586
18.9280;0.0615
18.9290;0.0645
18.9300;0.0674
18.9310;0.0703
18.9320;0.0703
18.9330;0.0732
18.9340;0.0791
18.9350;0.0820
18.9360;0.0879
18.9370;0.0908
18.9380;0.0937
18.9390;0.0967
18.9400;0.0996
18.9410;0.1025
18.9420;0.1055
18.9430;0.1113
18.9440;0.1143
18.9450;0.1172
18.9460;0.1201
18.9470;0.1201
18.9480;0.1260
18.9490;0.1260
18.9500;0.1318
18.9510;0.1377
18.9520;0.1377
18.9530;0.1406
18.9540;0.1436
18.9550;0.1465
18.9560;0.1494
18.9570;0.1494
18.9580;0.1523
18.9590;0.1582
18.9600;0.1611
18.9610;0.1670
18.9620;0.1729
18.9630;0.1787
18.9640;0.1816
18.9650;0.1846
18.9660;0.1904
18.9670;0.1934
18.9680;0.1992
18.9690;0.2051
18.9700;0.2051
18.9710;0.2080
18.9720;0.2139
18.9730;0.2227
18.9740;0.2256
18.9750;0.2314
18.9760;0.2373
18.9770;0.2432
18.9780;0.2490
18.9790;0.2520
18.9800;0.2578
18.9810;0.2607
18.9820;0.2637
18.9830;0.2666
18.9840;0.2725
18.9850;0.2783
18.9860;0.2842
18.9870;0.2900
18.9880;0.2959
18.9890;0.3018
18.9900;0.3047
18.9910;0.3105
18.9920;0.3164
18.9930;0.3193
18.9940;0.3223
18.9950;0.3252
18.9960;0.3281
18.9970;0.3311
18.9980;0.3340
18.9990;0.3369
19.0000;0.3369
19.0010;0.3428
19.0020;0.3457
19.0030;0.3486
19.0040;0.3516
19.0050;0.3516
19.0060;0.3516
19.0070;0.3545
19.0080;0.3574
19.0090;0.3574
19.0100;0.3545
19.0110;0.3545
19.0120;0.3545
19.0130;0.3516
19.0140;0.3516
19.0150;0.3516
19.0160;0.3574
19.0170;0.3574
19.0180;0.3574
19.0190;0.3545
19.0200;0.3516
19.0210;0.3516
19.0220;0.3516
19.0230;0.3486
19.0240;0.3486
19.0250;0.3486
19.0260;0.3457
19.0270;0.3428
19.0280;0.3369
19.0290;0.3311
19.0300;0.3252
19.0310;0.3193
19.0320;0.3135
19.0330;0.3076
19.0340;0.3018
19.0350;0.2930
19.0360;0.2842
19.0370;0.2754
19.0380;0.2637
19.0390;0.2549
19.0400;0.2432
19.0410;0.2314
19.0420;0.2197
19.0430;0.2080
19.0440;0.1963
19.0450;0.1816
19.0460;0.1641
19.0470;0.1494
19.0480;0.1377
19.0490;0.1201
19.0500;0.1055
19.0510;0.0908
19.0520;0.0762
19.0530;0.0645
19.0540;0.0498
19.0550;0.0352
19.0560;0.0205
19.0570;0.0059
19.0580;-0.0059
19.0590;-0.0234
19.0600;-0.0381
19.0610;-0.0498
19.0620;-0.0615
19.0630;-0.0732
19.0640;-0.0850
19.0650;-0.0967
19.0660;-0.1084
19.0670;-0.1201
19.0680;-0.1318
19.0690;-0.1465
19.0700;-0.1523
19.0710;-0.1641
19.0720;-0.1729
19.0730;-0.1787
19.0740;-0.1846
19.0750;-0.1904
19.0760;-0.1992
19.0770;-0.2021
19.0780;-0.2109
19.0790;-0.2168
19.0800;-0.2256
19.0810;-0.2314
19.0820;-0.2344
19.0830;-0.2402
19.0840;-0.2461
19.0850;-0.2490
19.0860;-0.2549
19.0870;-0.2578
19.0880;-0.2607
19.0890;-0.2607
19.0900;-0.2607
19.0910;-0.2607
19.0920;-0.2637
19.0930;-0.2637
19.0940;-0.2666
19.0950;-0.2695
19.0960;-0.2695
19.0970;-0.2695
19.0980;-0.2695
19.0990;-0.2695
19.1000;-0.2666
19.1010;-0.2637
19.1020;-0.2637
19.1030;-0.2607
19.1040;-0.2607
19.1050;-0.2607
19.1060;-0.2578
19.1070;-0.2549
19.1080;-0.2490
19.1090;-0.2490
19.1100;-0.2461
19.1110;-0.2461
19.1120;-0.2432
19.1130;-0.2402
19.1140;-0.2373
19.1150;-0.2344
19.1160;-0.2344
19.1170;-0.2314
19.1180;-0.2256
19.1190;-0.2227
19.1200;-0.2227
19.1210;-0.2197
19.1220;-0.2168
19.1230;-0.2109
19.1240;-0.2109
19.1250;-0.2109
19.1260;-0.2080
19.1270;-0.2051
19.1280;-0.2021
19.1290;-0.1963
19.1300;-0.1934
19.1310;-0.1904
19.1320;-0.1875
19.1330;-0.1846
19.1340;-0.1816
19.1350;-0.1787
19.1360;-0.1729
19.1370;-0.1670
19.1380;-0.1611
19.1390;-0.1582
19.1400;-0.1553
19.1410;-0.1523
19.1420;-0.1494
19.1430;-0.1494
19.1440;-0.1465
19.1450;-0.1465
19.1460;-0.1436
19.1470;-0.1406
19.1480;-0.1406
19.1490;-0.1377
19.1500;-0.1318
19.1510;-0.1260
19.1520;-0.1230
19.1530;-0.1230
19.1540;-0.1230
19.1550;-0.1172
19.1560;-0.1143
19.1570;-0.1084
19.1580;-0.1055
19.1590;-0.1025
19.1600;-0.0967
19.1610;-0.0937
19.1620;-0.0908
19.1630;-0.0850
19.1640;-0.0791
19.1650;-0.0791
19.1660;-0.0762
19.1670;-0.0732
19.1680;-0.0732
19.1690;-0.0674
19.1700;-0.0674
19.1710;-0.0645
19.1720;-0.0645
19.1730;-0.0615
19.1740;-0.0615
19.1750;-0.0586
19.1760;-0.0557
19.1770;-0.0557
19.1780;-0.0527
19.1790;-0.0527
19.1800;-0.0498
19.1810;-0.0469
19.1820;-0.0469
19.1830;-0.0439
19.1840;-0.0439
19.1850;-0.0381
19.1860;-0.0381
19.1870;-0.0322
19.1880;-0.0293
19.1890;-0.0264
19.1900;-0.0264
19.1910;-0.0264
19.1920;-0.0234
19.1930;-0.0234
19.1940;-0.0205
19.1950;-0.0176
19.1960;-0.0146
19.1970;-0.0176
19.1980;-0.0146
19.1990;-0.0117
19.2000;-0.0117
19.2010;-0.0117
19.2020;-0.0088
19.2030;-0.0088
19.2040;-0.0059
19.2050;-0.0029
19.2060;-0.0029
19.2070;-0.0029
19.2080;-0.0029
19.2090;-0.0029
19.2100;-0.0029
19.2110;-0.0029
19.2120;-0.0029
19.2130;0.0000
19.2140;0.0000
19.2150;0.0029
19.2160;0.0059
19.2170;0.0088
19.2180;0.0088
19.2190;0.0117
19.2200;0.0117
19.2210;0.0146
19.2220;0.0146
19.2230;0.0146
19.2240;0.0176
19.2250;0.0176
19.2260;0.0205
19.2270;0.0205
19.2280;0.0205
19.2290;0.0234
19.2300;0.0205
19.2310;0.0234
19.2320;0.0234
19.2330;0.0264
19.2340;0.0264
19.2350;0.0264
19.2360;0.0234
19.2370;0.0264
19.2380;0.0264
19.2390;0.0234
19.2400;0.0205
19.2410;0.0205
19.2420;0.0176
19.2430;0.0176
19.2440;0.0176
19.2450;0.0205
19.2460;0.0205
19.2470;0.0205
19.2480;0.0205
19.2490;0.0234
19.2500;0.0264
19.2510;0.0264
19.2520;0.0234
19.2530;0.0234
19.2540;0.0234
19.2550;0.0234
19.2560;0.0234
19.2570;0.0264
19.2580;0.0264
19.2590;0.0293
19.2600;0.0322
19.2610;0.0322
19.2620;0.0322
19.2630;0.0293
19.2640;0.0293
19.2650;0.0293
19.2660;0.0293
19.2670;0.0322
19.2680;0.0293
19.2690;0.0322
19.2700;0.0322
19.2710;0.0322
19.2720;0.0322
19.2730;0.0293
19.2740;0.0293
19.2750;0.0264
19.2760;0.0264
19.2770;0.0293
19.2780;0.0322
19.2790;0.0352
19.2800;0.0352
19.2810;0.0381
19.2820;0.0410
19.2830;0.0410
19.2840;0.0410
19.2850;0.0410
19.2860;0.0439
19.2870;0.0410
19.2880;0.0439
19.2890;0.0439
19.2900;0.0410
19.2910;0.0381
19.2920;0.0381
19.2930;0.0381
19.2940;0.0381
19.2950;0.0381
19.2960;0.0381
19.2970;0.0381
19.2980;0.0381
19.2990;0.0381
19.3000;0.0381
19.3010;0.0381
19.3020;0.0439
19.3030;0.0439
19.3040;0.0469
19.3050;0.0469
19.3060;0.0439
19.3070;0.0439
19.3080;0.0410
19.3090;0.0410
19.3100;0.0381
19.3110;0.0352
19.3120;0.0352
19.3130;0.0352
19.3140;0.0352
19.3150;0.0381
19.3160;0.0410
19.3170;0.0410
19.3180;0.0439
19.3190;0.0439
19.3200;0.0469
19.3210;0.0469
19.3220;0.0469
19.3230;0.0469
19.3240;0.0498
19.3250;0.0498
19.3260;0.0498
19.3270;0.0527
19.3280;0.0527
19.3290;0.0557
19.3300;0.0557
19.3310;0.0557
19.3320;0.0586
19.3330;0.0586
19.3340;0.0586
19.3350;0.0586
19.3360;0.0586
19.3370;0.0586
19.3380;0.0557
19.3390;0.0557
19.3400;0.0557
19.3410;0.0557
19.3420;0.0557
19.3430;0.0557
19.3440;0.0557
19.3450;0.0557
19.3460;0.0557
19.3470;0.0586
19.3480;0.0586
19.3490;0.0615
19.3500;0.0645
19.3510;0.0645
19.3520;0.0645
19.3530;0.0645
19.3540;0.0645
19.3550;0.0645
19.3560;0.0615
19.3570;0.0645
19.3580;0.0645
19.3590;0.0645
19.3600;0.0645
19.3610;0.0645
19.3620;0.0674
19.3630;0.0674
19.3640;0.0674
19.3650;0.0674
19.3660;0.0674
19.3670;0.0645
19.3680;0.0645
19.3690;0.0615
19.3700;0.0645
19.3710;0.0645
19.3720;0.0645
19.3730;0.0645
19.3740;0.0674
19.3750;0.0645
19.3760;0.0645
19.3770;0.0615
19.3780;0.0615
19.3790;0.0615
19.3800;0.0586
19.3810;0.0586
19.3820;0.0615
19.3830;0.0615
19.3840;0.0645
19.3850;0.0703
19.3860;0.0732
19.3870;0.0791
19.3880;0.0879
19.3890;0.0908
19.3900;0.0967
19.3910;0.1055
19.3920;0.1143
19.3930;0.1201
19.3940;0.1289
19.3950;0.1318
19.3960;0.1406
19.3970;0.1436
19.3980;0.1494
19.3990;0.1523
19.4000;0.1582
19.4010;0.1553
19.4020;0.1523
19.4030;0.1523
19.4040;0.1494
19.4050;0.1494
19.4060;0.1465
19.4070;0.1465
19.4080;0.1465
19.4090;0.1494
19.4100;0.1553
19.4110;0.1582
19.4120;0.1641
19.4130;0.1670
19.4140;0.1729
19.4150;0.1816
19.4160;0.1904
19.4170;0.2051
19.4180;0.2139
19.4190;0.2256
19.4200;0.2314
19.4210;0.2432
19.4220;0.2578
19.4230;0.2666
19.4240;0.2754
19.4250;0.2812
19.4260;0.2842
19.4270;0.2842
19.4280;0.2812
19.4290;0.2842
19.4300;0.2812
19.4310;0.2812
19.4320;0.2754
19.4330;0.2754
19.4340;0.2695
19.4350;0.2637
19.4360;0.2578
19.4370;0.2520
19.4380;0.2461
19.4390;0.2432
19.4400;0.2344
19.4410;0.2285
19.4420;0.2168
19.4430;0.2080
19.4440;0.1992
19.4450;0.1904
19.4460;0.1816
19.4470;0.1670
19.4480;0.1582
19.4490;0.1494
19.4500;0.1406
19.4510;0.1318
19.4520;0.1201
19.4530;0.1113
19.4540;0.0996
19.4550;0.0879
19.4560;0.0762
19.4570;0.0586
19.4580;0.0469
19.4590;0.0322
19.4600;0.0176
19.4610;0.0088
19.4620;0.0059
19.4630;0.0029
19.4640;0.0000
19.4650;-0.0029
19.4660;-0.0059
19.4670;-0.0088
19.4680;-0.0117
19.4690;-0.0146
19.4700;-0.0205
19.4710;-0.0234
19.4720;-0.0264
19.4730;-0.0293
19.4740;-0.0352
19.4750;-0.0352
19.4760;-0.0352
19.4770;-0.0381
19.4780;-0.0410
19.4790;-0.0439
19.4800;-0.0469
19.4810;-0.0469
19.4820;-0.0527
19.4830;-0.0527
19.4840;-0.0557
19.4850;-0.0586
19.4860;-0.0615
19.4870;-0.0645
19.4880;-0.0674
19.4890;-0.0674
19.4900;-0.0645
19.4910;-0.0674
19.4920;-0.0645
19.4930;-0.0645
19.4940;-0.0615
19.4950;-0.0615
19.4960;-0.0615
19.4970;-0.0586
19.4980;-0.0586
19.4990;-0.0586
19.5000;-0.0586
19.5010;-0.0615
19.5020;-0.0615
19.5030;-0.0615
19.5040;-0.0586
19.5050;-0.0586
19.5060;-0.0615
19.5070;-0.0615
19.5080;-0.0615
19.5090;-0.0645
19.5100;-0.0645
19.5110;-0.0645
19.5120;-0.0615
19.5130;-0.0615
19.5140;-0.0615
19.5150;-0.0615
19.5160;-0.0586
19.5170;-0.0586
19.5180;-0.0557
19.5190;-0.0527
19.5200;-0.0527
19.5210;-0.0527
19.5220;-0.0527
19.5230;-0.0527
19.5240;-0.0527
19.5250;-0.0557
19.5260;-0.0557
19.5270;-0.0615
19.5280;-0.0674
19.5290;-0.0791
19.5300;-0.0937
19.5310;-0.1055
19.5320;-0.1201
19.5330;-0.1318
19.5340;-0.1436
19.5350;-0.1494
19.5360;-0.1523
19.5370;-0.1523
19.5380;-0.1523
19.5390;-0.1523
19.5400;-0.1494
19.5410;-0.1406
19.5420;-0.1318
19.5430;-0.1143
19.5440;-0.0937
19.5450;-0.0762
19.5460;-0.0527
19.5470;-0.0264
19.5480;0.0059
19.5490;0.0439
19.5500;0.0908
19.5510;0.1436
19.5520;0.2080
19.5530;0.2812
19.5540;0.3691
19.5550;0.4600
19.5560;0.5566
19.5570;0.6445
19.5580;0.7354
19.5590;0.8262
19.5600;0.9229
19.5610;1.0225
19.5620;1.1250
19.5630;1.2363
19.5640;1.3447
19.5650;1.4502
19.5660;1.4941
19.5670;1.4941
19.5680;1.4941
19.5690;1.4941
19.5700;1.4941
19.5710;1.4941
19.5720;1.4941
19.5730;1.4941
19.5740;1.4941
19.5750;1.4941
19.5760;1.4941
19.5770;1.4941
19.5780;1.4941
19.5790;1.4297
19.5800;1.2832
19.5810;1.1221
19.5820;0.9521
19.5830;0.7676
19.5840;0.5801
19.5850;0.4014
19.5860;0.2432
19.5870;0.0967
19.5880;-0.0264
19.5890;-0.1318
19.5900;-0.2139
19.5910;-0.2871
19.5920;-0.3428
19.5930;-0.3896
19.5940;-0.4336
19.5950;-0.4658
19.5960;-0.4922
19.5970;-0.5068
19.5980;-0.5127
19.5990;-0.5156
19.6000;-0.5156
19.6010;-0.5186
19.6020;-0.5273
19.6030;-0.5273
19.6040;-0.5303
19.6050;-0.5303
19.6060;-0.5244
19.6070;-0.5215
19.6080;-0.5186
19.6090;-0.5098
19.6100;-0.4951
19.6110;-0.4834
19.6120;-0.4658
19.6130;-0.4482
19.6140;-0.4307
19.6150;-0.4131
19.6160;-0.3926
19.6170;-0.3750
19.6180;-0.3545
19.6190;-0.3398
19.6200;-0.3252
19.6210;-0.3076
19.6220;-0.2930
19.6230;-0.2783
19.6240;-0.2695
19.6250;-0.2607
19.6260;-0.2490
19.6270;-0.2432
19.6280;-0.2373
19.6290;-0.2344
19.6300;-0.2256
19.6310;-0.2197
19.6320;-0.2168
19.6330;-0.2109
19.6340;-0.2051
19.6350;-0.1992
19.6360;-0.1934
19.6370;-0.1904
19.6380;-0.1875
19.6390;-0.1816
19.6400;-0.1787
19.6410;-0.1758
19.6420;-0.1699
19.6430;-0.1670
19.6440;-0.1611
19.6450;-0.1582
19.6460;-0.1523
19.6470;-0.1523
19.6480;-0.1465
19.6490;-0.1436
19.6500;-0.1377
19.6510;-0.1348
19.6520;-0.1318
19.6530;-0.1289
19.6540;-0.1260
19.6550;-0.1230
19.6560;-0.1201
19.6570;-0.1172
19.6580;-0.1143
19.6590;-0.1084
19.6600;-0.1055
19.6610;-0.1025
19.6620;-0.0996
19.6630;-0.0967
19.6640;-0.0937
19.6650;-0.0908
19.6660;-0.0879
19.6670;-0.0850
19.6680;-0.0820
19.6690;-0.0762
19.6700;-0.0732
19.6710;-0.0703
19.6720;-0.0674
19.6730;-0.0645
19.6740;-0.0615
19.6750;-0.0586
19.6760;-0.0557
19.6770;-0.0527
19.6780;-0.0469
19.6790;-0.0469
19.6800;-0.0439
19.6810;-0.0410
19.6820;-0.0381
19.6830;-0.0352
19.6840;-0.0322
19.6850;-0.0322
19.6860;-0.0293
19.6870;-0.0293
19.6880;-0.0264
19.6890;-0.0234
19.6900;-0.0205
19.6910;-0.0146
19.6920;-0.0117
19.6930;-0.0088
19.6940;-0.0029
19.6950;0.0000
19.6960;0.0029
